3393199Q,3459Q,3286728Q,334702Q,334702Q,3393199Q,334702Q,3520842Q,3520842Q,3621240Q,370506Q,399463Q,45861Q,504369Q,62553Q,739306Q,950967Q,ADSK,AGN,ATI,AVY,AZA,BBT,BBY,BDX,BEAM,BEN,BEAM,BIG,BK,BLL,BMY,C,CAG,CBE,CEG,CHRW,CLX,CMCSA,CME,CMS,CMI,CMI,CMS,CNP,CNX,COG,COG,COP,COV,CSC,CSC
3459Q,3517233Q,329556Q,3393199Q,3393199Q,3459Q,3393199Q,3605818Q,3605818Q,363096Q,375573Q,41018Q,504369Q,544791Q,653707Q,748957Q,968734Q,AEE,AIG,AVP,AW,AZO,BBY,BC,BEAM,BEN,BF_B,BEN,BIIB,BLL,BLS,BNI,CA,CAH,CBG,CELG,CI,CMA,CME,CMI,CNP,CMS,CMS,CNP,CNX,COF,COH,COH,COST,CPB,CSCO,CSCO
3517233Q,3520842Q,334702Q,3459Q,3459Q,3517233Q,3459Q,3619382Q,3619382Q,3692470Q,3891289Q,45200Q,544791Q,571300Q,667517Q,8214761Q,987200Q,AEP,ALL,AVY,AXP,BA,BC,BCR,BEN,BF_B,BGEN,BF_B,BJS,BLS,BMC,BOL,CAG,CAT,CBH,CFC,CIEN,CMCSA,CMI,CMS,CNX,CNP,CNP,CNX,COF,COG,COL,COL,COV,CRM,CSX,CSX
3520842Q,3619382Q,3393199Q,3517233Q,3517233Q,3520842Q,3517233Q,3621240Q,3621240Q,370506Q,399463Q,45861Q,571300Q,605555Q,677004Q,827663Q,9876566D,AES,AMAT,AW,AZA,BAC,BCR,BDK,BF_B,BGEN,BHI,BHI,BK,BMC,BMS,BRCM,CAH,CB,CBS,CHK,CINF,CME,CMS,CNP,COF,CNX,CNX,COF,COG,COH,COP,COP,CPB,CSC,CTAS,CTAS
3619382Q,3621240Q,3459Q,3520842Q,3520842Q,3619382Q,3520842Q,363096Q,363096Q,375573Q,41018Q,504369Q,605555Q,611647Q,680884Q,896661Q,AA,AFS,AMD,AXP,AZO,BAX,BDK,BDX,BGEN,BHI,BIG,BIG,BLL,BMS,BMY,BSX,CAR,CBE,CCE,CHRW,CITGQ,CMI,CNP,CNX,COG,COF,COF,COG,COH,COL,COST,COST,CRM,CSCO,CTL,CTL
3621240Q,363096Q,3517233Q,3619382Q,3619382Q,3621240Q,3619382Q,3691661Q,370506Q,3891289Q,45200Q,544791Q,611647Q,62553Q,68335Q,929530Q,AAMRQ,AIG,AMGN,AZA,BA,BBBY,BDX,BEAM,BHI,BIG,BJS,BIIB,BLS,BMY,BNI,C,CAT,CBG,CCL,CI,CL,CMS,CNX,COF,COH,COG,COG,COH,COL,COP,COV,COV,CSC,CSX,CTSH,CTSH
363096Q,3691661Q,3520842Q,3621240Q,3621240Q,363096Q,3621240Q,370506Q,375573Q,399463Q,45861Q,571300Q,653707Q,653707Q,69895Q,93916Q,AAPL,ALL,ANDW,AZO,BAC,BBT,BEAM,BEN,BIG,BJS,BK,BJS,BMC,BNI,BOL,CA,CB,CBH,CCTYQ,CIEN,CLX,CNP,COF,COG,COL,COH,COH,COL,COP,COST,CPB,CPB,CSCO,CTAS,CTXS,CTXS
3691661Q,375573Q,3619382Q,363096Q,363096Q,3691661Q,363096Q,375573Q,3891289Q,41018Q,504369Q,605555Q,667517Q,667517Q,723588Q,950967Q,ABT,AMAT,AON,BA,BAX,BBY,BEN,BF_B,BJS,BK,BLL,BK,BMS,BOL,BRCM,CAG,CBE,CBS,CEG,CINF,CMA,CNX,COG,COH,COP,COL,COL,COP,COST,COV,CRM,CRM,CSX,CTL,CVC,CVC
375573Q,3891289Q,3621240Q,3691661Q,3691661Q,370506Q,3691661Q,3891289Q,399463Q,45200Q,544791Q,611647Q,677004Q,677004Q,739306Q,968734Q,ABX,AMD,APA,BAC,BBBY,BC,BF_B,BGEN,BK,BLL,BLS,BLL,BMY,BRCM,BSX,CAH,CBH,CCE,CELG,CITGQ,CMCSA,COF,COH,COL,COST,COP,COP,COST,COV,CPB,CSC,CSC,CTAS,CTSH,CVS,CVS
3891289Q,399463Q,363096Q,375573Q,375573Q,375573Q,370506Q,399463Q,41018Q,45861Q,571300Q,653707Q,680884Q,680884Q,748957Q,987200Q,ACKH,AMGN,APC,BAX,BBT,BCR,BGEN,BHI,BLL,BLS,BMC,BLS,BNI,BSX,C,CAR,CBS,CCL,CFC,CL,CME,COG,COL,COP,CPB,COST,COST,COV,CPB,CRM,CSCO,CSCO,CTL,CTXS,CVX,CVX
399463Q,45200Q,3691661Q,3891289Q,3891289Q,3891289Q,375573Q,41018Q,45200Q,504369Q,605555Q,667517Q,68335Q,68335Q,8214761Q,9876566D,ADBE,ANDW,APD,BBBY,BBY,BDK,BHI,BIG,BLS,BMC,BMS,BMC,BOL,C,CA,CAT,CCE,CCTYQ,CHK,CLX,CMI,COH,COP,COST,CPWR,CPB,COV,CPB,CRM,CSC,CSX,CSX,CTSH,CVC,D,D
45200Q,45861Q,375573Q,399463Q,399463Q,399463Q,3891289Q,45200Q,45861Q,544791Q,611647Q,677004Q,693365Q,693365Q,896661Q,AA,ADM,AON,ARB,BBT,BC,BDX,BIG,BK,BMC,BMS,BMY,BMS,BRCM,CA,CAG,CB,CCL,CEG,CHRW,CMA,CMS,COL,COST,CPB,CRM,CPWR,CPB,CRM,CSC,CSCO,CTAS,CTAS,CTXS,CVS,DAL,DAL
45861Q,504369Q,3891289Q,45200Q,45200Q,45200Q,399463Q,45861Q,504369Q,571300Q,653707Q,680884Q,69895Q,69895Q,929530Q,AAMRQ,ADP,APA,ASH,BBY,BCR,BEAM,BK,BLL,BMS,BMY,BNI,BMY,BSX,CAG,CAH,CBE,CCTYQ,CELG,CI,CMCSA,CNP,COP,CPB,CPWR,CSC,CRM,CPWR,CSC,CSCO,CSX,CTL,CTL,CVC,CVX,DD,DD
504369Q,544791Q,399463Q,45861Q,45861Q,45861Q,45200Q,504369Q,54279Q,605555Q,667517Q,68335Q,723588Q,723588Q,93916Q,AAPL,ADSK,APC,ATI,BC,BDK,BEN,BLL,BLS,BMY,BNI,BOL,BNI,C,CAH,CAR,CBS,CEG,CFC,CIEN,CME,CNX,COST,CPWR,CRM,CSCO,CSC,CRM,CSCO,CSX,CTAS,CTSH,CTSH,CVS,D,DE,DE
544791Q,571300Q,45200Q,504369Q,504369Q,504369Q,45861Q,54279Q,544791Q,611647Q,677004Q,693365Q,739306Q,739306Q,950967Q,ABT,AEE,APD,AVP,BCR,BDX,BF_B,BLS,BMC,BNI,BOL,BRCM,BOL,CA,CAR,CAT,CCE,CFC,CHK,CINF,CMI,COF,COV,CRM,CSC,CSX,CSCO,CSC,CSX,CTAS,CTL,CTXS,CTXS,CVX,DAL,DFS,DFS
571300Q,601964Q,45861Q,54279Q,54279Q,54279Q,504369Q,544791Q,571300Q,653707Q,680884Q,723588Q,748957Q,748957Q,968734Q,ABX,AEP,ARB,AVY,BDK,BEAM,BGEN,BMC,BMS,BOL,BRCM,BSX,BRCM,CAG,CAT,CB,CCL,CHK,CI,CITGQ,CMS,COG,CPB,CSC,CSCO,CTAS,CSX,CSCO,CTAS,CTL,CTSH,CVC,CVC,D,DD,DG,DG
605555Q,605555Q,504369Q,544791Q,544791Q,544791Q,54279Q,571300Q,605555Q,667517Q,68335Q,739306Q,8214761Q,8214761Q,987200Q,ACKH,AFS,ASH,AXP,BDX,BEN,BGG,BMS,BMY,BRCM,BSX,C,BSX,CAH,CB,CBE,CCTYQ,CI,CIEN,CL,CNP,COH,CPWR,CSCO,CSX,CTL,CTAS,CSX,CTL,CTSH,CTXS,CVS,CVS,DAL,DE,DGX,DGX
611647Q,611647Q,54279Q,571300Q,571300Q,571300Q,544791Q,605555Q,611647Q,677004Q,693365Q,748957Q,896661Q,896661Q,9876566D,ADBE,AIG,ATI,AZA,BEAM,BF_B,BHI,BMY,BNI,BSX,C,CA,C,CAR,CBE,CBS,CEG,CIEN,CINF,CLX,CNX,COL,CRM,CSX,CTAS,CTSH,CTL,CTAS,CTSH,CTXS,CVC,CVX,CVX,DD,DFS,DHI,DHI
643319Q,643319Q,544791Q,601964Q,605555Q,605555Q,571300Q,611647Q,653707Q,680884Q,723588Q,8214761Q,90457Q,896661Q,AA,ADM,ALL,AVP,AZO,BEN,BGEN,BIG,BNI,BOL,C,CA,CAG,CA,CAT,CBS,CCE,CFC,CINF,CITGQ,CMA,COF,COP,CSC,CTAS,CTL,CTXS,CTSH,CTL,CTXS,CVC,CVH,D,D,DE,DG,DHR,DHR
653707Q,653707Q,571300Q,605555Q,611647Q,611647Q,605555Q,653707Q,667517Q,68335Q,739306Q,896661Q,929530Q,929530Q,AAMRQ,ADP,AMAT,AVY,BA,BF_B,BGG,BK,BOL,BRCM,CA,CAG,CAH,CAG,CB,CCE,CCL,CHIR,CITGQ,CL,CMCSA,COH,COST,CSCO,CTL,CTSH,CVH,CTXS,CTSH,CVC,CVH,CVS,DD,DAL,DFS,DGX,DIS,DIS
667517Q,667517Q,601964Q,611647Q,653707Q,653707Q,611647Q,667517Q,677004Q,693365Q,748957Q,90457Q,93916Q,93916Q,AAPL,ADSK,AMD,AXP,BAC,BGG,BHI,BLL,BRCM,BSX,CAG,CAH,CAR,CAH,CBE,CCL,CCTYQ,CI,CL,CLX,CME,COL,COV,CSX,CTSH,CTXS,CVS,CVC,CTXS,CVH,CVS,CVX,DE,DD,DG,DHI,DISCA,DISCA
677004Q,677004Q,605555Q,653707Q,667517Q,667517Q,653707Q,677004Q,680884Q,723588Q,8214761Q,929530Q,950967Q,950967Q,ABT,AEP,AMGN,AZA,BAX,BHI,BHMSQ,BLS,BSX,C,CAH,CAR,CAT,CAR,CBS,CCTYQ,CEG,CIEN,CLX,CMA,CMI,COP,CPB,CTAS,CTXS,CVH,CVX,CVH,CVC,CVS,CVX,D,DELL,DE,DGX,DHR,DISCK,DISCK
680884Q,680884Q,611647Q,667517Q,677004Q,677004Q,667517Q,680884Q,68335Q,739306Q,896661Q,93916Q,968734Q,968734Q,ABX,AIG,ANDW,AZO,BBT,BHMSQ,BIG,BMC,BVSN,CA,CAR,CAT,CB,CAT,CCE,CEG,CFC,CIN,CMA,CMCSA,CMS,COST,CPWR,CTL,CVG,CVS,D,CVS,CVH,CVX,D,DD,DFS,DFS,DHI,DIS,DLPH,DLPH
68335Q,68335Q,653707Q,677004Q,680884Q,680884Q,677004Q,68335Q,693365Q,748957Q,90457Q,950967Q,987200Q,987200Q,ACKH,ALL,AON,BA,BBY,BIG,BK,BMS,C,CAG,CAT,CB,CBE,CB,CCL,CFC,CHIR,CINF,CMCSA,CME,CNP,COV,CSC,CTSH,CVH,CVX,DD,CVX,CVS,D,DD,DE,DG,DG,DHR,DISCA,DLTR,DLTR
693365Q,693365Q,667517Q,680884Q,68335Q,68335Q,680884Q,693365Q,723588Q,8214761Q,929530Q,968734Q,9876566D,9876566D,ADBE,AMAT,APA,BAC,BC,BK,BLL,BMY,CA,CAH,CB,CBE,CBS,CBE,CCTYQ,CHIR,CI,CITGQ,CMI,CMI,CNX,CPB,CSCO,CTXS,CVS,D,DE,D,CVX,DD,DE,DELL,DGX,DGX,DIS,DISCK,DNB,DNB
739306Q,739306Q,677004Q,68335Q,693365Q,693365Q,68335Q,723588Q,739306Q,8375930Q,93916Q,987200Q,AA,AA,ADM,AMD,APC,BAX,BCR,BLL,BLS,BNI,CAG,CAR,CBE,CBS,CCE,CBS,CEG,CI,CIEN,CL,CMS,CMS,COF,CPWR,CSX,CVG,CVX,DD,DELL,DD,D,DE,DELL,DF,DHI,DHI,DISCA,DLPH,DO,DO
748957Q,748957Q,680884Q,693365Q,723588Q,723588Q,693365Q,739306Q,748957Q,896661Q,950967Q,9876566D,AALEA,AALEA,ADP,AMGN,APD,BBT,BDK,BLS,BMC,BOL,CAH,CAT,CBS,CCE,CCL,CCE,CFC,CIEN,CIN,CLX,CMVT,CMVT,COH,CSC,CTAS,CVH,D,DE,DF,DE,DD,DELL,DF,DFS,DHR,DHR,DLPH,DLTR,DOV,DOV
8214761Q,8214761Q,68335Q,723588Q,739306Q,739306Q,723588Q,748957Q,8214761Q,90457Q,968734Q,AA,AAMRQ,AAMRQ,ADSK,ANDW,ARB,BC,BDX,BMC,BMS,BRCM,CAR,CBE,CCE,CCL,CCTYQ,CCL,CHIR,CIN,CINF,CMA,CMX,CMX,COL,CSCO,CTL,CVS,DD,DELL,DFS,DELL,DE,DF,DFS,DG,DIS,DIS,DLTR,DNB,DOW,DOW
8375930Q,8375930Q,693365Q,739306Q,748957Q,748957Q,739306Q,8214761Q,8375930Q,929530Q,987200Q,AALEA,AAPL,AAPL,AEP,AON,AS,BCR,BEAM,BMS,BMY,BSX,CAT,CBS,CCL,CCTYQ,CEG,CCTYQ,CI,CINF,CITGQ,CMCSA,CNP,CNP,COP,CSX,CTSH,CVX,DE,DF,DGX,DF,DELL,DFS,DGX,DGX,DISCA,DISCA,DNB,DNR,DPS,DPS
8384662Q,8384662Q,739306Q,748957Q,8214761Q,8214761Q,748957Q,8375930Q,896661Q,93916Q,9876566D,AAMRQ,ABT,ABT,AIG,APA,ASH,BDK,BEN,BMY,BNI,BVSN,CBE,CCE,CCTYQ,CEG,CFC,CEG,CIEN,CITGQ,CL,CMI,CNX,CNX,COST,CTAS,CTXS,D,DELL,DFS,DHI,DFS,DF,DGX,DHI,DHI,DLPH,DLPH,DNR,DO,DRI,DRI
896661Q,896661Q,748957Q,8214761Q,8375930Q,8375930Q,8214761Q,896661Q,90457Q,950967Q,AA,AAPL,ABX,ABX,ALL,APC,ATI,BDX,BF_B,BNI,BOL,C,CBS,CCL,CEG,CFC,CHIR,CFC,CIN,CL,CLX,CMS,COF,COF,COV,CTL,CVG,DD,DF,DGX,DHR,DGX,DFS,DHI,DHR,DHR,DLTR,DLTR,DO,DOV,DTE,DTE
90457Q,90457Q,8214761Q,8375930Q,896661Q,896661Q,8375930Q,90457Q,929530Q,968734Q,AALEA,ABT,ACKH,ACKH,AMAT,APD,AVP,BEAM,BGG,BOL,BRCM,CA,CCE,CCTYQ,CFC,CHIR,CI,CHIR,CINF,CLX,CMA,CMVT,COH,COH,CPB,CTSH,CVH,DDR,DFS,DHI,DIS,DHI,DGX,DHR,DIS,DIS,DNB,DNB,DOV,DOW,DUK,DUK
923022Q,923022Q,8375930Q,896661Q,90457Q,90457Q,896661Q,929530Q,93916Q,987200Q,AAMRQ,ABX,ADM,ADM,AMD,ARB,AVY,BEN,BHI,BSX,BSX,CAG,CCL,CEG,CHIR,CI,CIEN,CI,CL,CMA,CMCSA,CMX,COL,COL,CPWR,CTXS,CVS,DE,DGX,DHR,DISCA,DHR,DHI,DIS,DISCA,DISCA,DNR,DNR,DOW,DPS,DVA,DVA
93916Q,93916Q,896661Q,90457Q,93916Q,93916Q,90457Q,93916Q,950967Q,9876566D,AAPL,ACKH,ADP,ADP,AMGN,AS,AXP,BF_B,BHMSQ,C,C,CAH,CCTYQ,CFC,CI,CIEN,CIN,CIEN,CLX,CMCSA,CMI,CNP,COP,COP,CSC,CVG,CVX,DELL,DHI,DIS,DNB,DIS,DHR,DISCA,DLTR,DLPH,DO,DO,DPS,DRI,DVN,DVN
950967Q,950967Q,90457Q,93916Q,950967Q,950967Q,93916Q,950967Q,968734Q,AA,ABT,ADM,ADSK,ADSK,ANDW,ASH,AZA,BGG,BIG,CA,CA,CAR,CEG,CHIR,CIEN,CIN,CINF,CIN,CMA,CMI,CMS,COF,COST,COST,CSCO,CVH,D,DF,DHR,DNB,DNR,DISCA,DIS,DLTR,DNB,DLTR,DOV,DOV,DRI,DTE,EA,EA
968734Q,968734Q,93916Q,950967Q,968734Q,968734Q,950967Q,968734Q,987200Q,AALEA,ABX,ADP,AEP,AEP,AON,ATI,AZO,BHI,BK,CAG,CAG,CAT,CFC,CI,CIN,CINF,CL,CINF,CMCSA,CMS,CMVT,COH,CPB,CPB,CSX,CVS,DD,DFS,DIS,DNR,DO,DNB,DISCA,DNB,DNR,DNB,DOW,DOW,DTE,DUK,EBAY,EBAY
987200Q,987200Q,950967Q,968734Q,987200Q,987200Q,968734Q,987200Q,9876566D,AAMRQ,ACKH,ADSK,AIG,AIG,APD,AVP,BA,BHMSQ,BKB,CAH,CAH,CBE,CHIR,CIEN,CINF,CL,CLX,CL,CMI,CMVT,CMX,COL,CPWR,CPWR,CTAS,CVX,DDR,DGX,DNB,DO,DOV,DNR,DNB,DNR,DO,DNR,DPS,DPS,DUK,DVA,ECL,ECL
9876566D,9876566D,968734Q,987200Q,9876566D,9876566D,987200Q,9876566D,AA,AAPL,ADM,AEP,ALL,ALL,ARB,AVY,BAC,BIG,BLL,CAR,CAR,CBS,CI,CIN,CL,CLX,CMA,CLX,CMS,CMX,CNP,COP,CSC,CSC,CTL,D,DDS,DHI,DNR,DOV,DOW,DO,DNR,DO,DOV,DO,DRI,DRI,DVA,DVN,ED,ED
AA,AA,987200Q,9876566D,AA,AA,9876566D,AA,AALEA,ABT,ADP,AIG,AMAT,AMAT,AS,AXP,BAX,BK,BLS,CAT,CAT,CCE,CIN,CINF,CLX,CMA,CMCSA,CMA,CMVT,CNP,COF,COST,CSCO,CSCO,CTSH,DD,DE,DHR,DO,DOW,DPS,DOV,DO,DOV,DOW,DOV,DTE,DTE,DVN,EA,EFX,EFX
AALEA,AALEA,9876566D,AA,AALEA,AALEA,AA,AALEA,AAMRQ,ABX,ADSK,ALL,AMD,AMD,ASH,AZA,BBT,BKB,BMC,CBE,CBE,CCL,CINF,CL,CMA,CMCSA,CMI,CMCSA,CMX,COF,COH,CPB,CSX,CSX,CTXS,DDR,DELL,DIS,DOV,DPS,DRI,DOW,DOV,DOW,DPS,DOW,DUK,DUK,EA,EBAY,EIX,EIX
AAMRQ,AAMRQ,AA,AALEA,AAMRQ,AAMRQ,AALEA,AAMRQ,AAPL,ACKH,AEP,AMAT,AMGN,AMGN,ATI,AZO,BC,BLL,BMG,CBS,CBS,CCTYQ,CL,CLX,CMCSK,CMI,CMS,CMI,CNP,COH,COL,CPWR,CTAS,CTAS,CVG,DDS,DF,DNB,DOW,DRI,DTE,DPS,DOW,DPS,DRI,DPS,DVA,DVA,EBAY,ECL,EL,EL
AAPL,AAPL,AALEA,AAMRQ,AAPL,AAPL,AAMRQ,AAPL,ABT,ADM,AIG,AMD,ANDW,ANDW,AVP,BA,BCR,BLS,BMS,CCE,CCE,CEG,CLX,CMA,CMI,CMS,CMVT,CMS,COF,COL,COP,CSC,CTB,CTL,CVH,DE,DFS,DOV,DPS,DTE,DUK,DRI,DPS,DRI,DTE,DRI,DVN,DVN,ECL,ED,EMC,EMC
ABT,ABT,AAMRQ,AAPL,ABT,ABT,AAPL,ABT,ABX,ADP,AMAT,AMGN,AON,AON,AVY,BAC,BDK,BMC,BMY,CCK,CCK,CFC,CMA,CMCSK,CMS,CMVT,CNP,CMVT,COL,COP,COST,CSCO,CTL,CTSH,CVS,DELL,DGX,DOW,DRI,DUK,DV,DTE,DRI,DTE,DUK,DTE,EA,EA,ED,EFX,EMN,EMN
ACKH,ACKH,AAPL,ABT,ACKH,ACKH,ABT,ABX,ACKH,ADSK,AMD,ANDW,APD,APD,AXP,BAX,BDX,BMG,BNI,CCL,CCL,CGP,CMCSK,CMI,CMVT,CNP,COF,CNP,COP,COST,CPB,CSX,CTXS,CTXS,CVX,DF,DHI,DPS,DTE,DV,DVA,DUK,DTE,DUK,DV,DUK,EBAY,EBAY,EFX,EIX,EMR,EMR
ADM,ADM,ABT,ACKH,ADM,ADM,ACKH,ACKH,ADM,AEP,AMGN,APD,ARB,ARB,AZA,BBT,BEAM,BMS,BOL,CCTYQ,CCTYQ,CHIR,CMI,CMS,CNCEQ,COF,COL,COF,COST,CPB,CPNLQ,CTAS,CVG,CVG,D,DFS,DHR,DRI,DUK,DVA,DVN,DV,DUK,DV,DVA,DVA,ECL,ECL,EIX,EL,ENDP,ENDP
ADP,ADP,ACKH,ADM,ADP,ADP,ADM,ADM,ADP,AIG,ANDW,ARB,AS,AS,AZO,BC,BEN,BMY,BSX,CEG,CEG,CI,CMS,CMVT,CNP,COL,COP,COL,CPB,CPNLQ,CPWR,CTB,CVH,CVH,DD,DGX,DIS,DTE,DV,DVN,EA,DVA,DV,DVA,DVN,DVN,ED,ED,EL,EMC,EOG,EOG
ADSK,ADSK,ADM,ADP,ADSK,ADSK,ADP,ADP,ADSK,AMD,APD,AS,ASH,ASH,BA,BCR,BF_B,BNI,C,CFC,CFC,CIN,CMVT,CNCEQ,COC,COP,COST,COP,CPNLQ,CPWR,CSC,CTL,CVS,CVS,DDR,DHI,DOV,DUK,DVA,EA,EBAY,DVN,DVA,DVN,EA,EA,EFX,EFX,EMC,EMN,EQIX,EQIX
AEP,AEP,ADP,ADSK,AEP,AEP,ADSK,ADSK,AEP,AMGN,ARB,ASH,AVP,ATI,BAC,BDK,BGG,BOL,CA,CGP,CGP,CINF,CNCEQ,CNP,COF,COST,CPB,COST,CPWR,CSC,CSCO,CTXS,CVX,CVX,DDS,DHR,DOW,DVA,DVN,EBAY,ECL,EA,DVN,EA,EBAY,EBAY,EIX,EIX,EMN,EMR,EQR,EQR
AIG,AIG,ADSK,AEP,AIG,AIG,AEP,AEP,AIG,ANDW,AS,AVP,AVY,AVP,BAX,BDX,BHI,BSX,CAG,CI,CI,CL,CNP,COC,COL,CPB,CPNLQ,CPB,CR,CSCO,CSX,CVG,D,D,DE,DIS,DRI,DVN,DYNIQ,ECL,ED,EBAY,EA,EBAY,ECL,ECL,EL,EL,EMR,EOG,EQT,EQT
AMD,AMD,AEP,AIG,AMD,AMD,AIG,AIG,AMD,APD,ASH,AVY,AXP,AVY,BC,BEAM,BHMSQ,C,CAH,CIN,CIN,CLX,COC,COF,COP,CPNLQ,CPWR,CPNLQ,CSC,CSX,CTAS,CVH,DD,DD,DELL,DOV,DTE,DYNIQ,EA,ED,EFX,ECL,EBAY,ECL,ED,ED,EMC,EMC,EOG,EQR,ES,ES
ANDW,ANDW,AIG,AMD,AMGN,AMGN,AMD,AMD,AMGN,ARB,AVP,AXP,AZA,AXP,BCR,BF_B,BIG,CA,CAR,CINF,CINF,CMA,COF,COL,COST,CPWR,CR,CPWR,CSCO,CTAS,CTB,CVS,DDS,DDS,DF,DOW,DUK,EA,EBAY,EFX,EIX,ED,ECL,ED,EFX,EFX,EMN,EMN,EQR,EQT,ESRX,ESRX
APD,APD,AMD,ANDW,ANDW,ANDW,AMGN,AMGN,ANDW,AS,AVY,AZA,BA,AZA,BDK,BGG,BK,CAG,CAT,CL,CL,CMCSK,COL,COP,CPB,CR,CSC,CR,CSX,CTB,CTL,CVX,DE,DE,DFS,DRI,DVN,EBAY,ECL,EIX,EKDKQ,EFX,ED,EFX,EIX,EIX,EMR,EMR,EQT,ES,ESS,ESS
ARB,ARB,ANDW,APD,APD,APD,ANDW,ANDW,APD,ASH,AXP,BA,BAC,BA,BDX,BHI,BKB,CAH,CBE,CLX,CLX,CMI,COP,COST,CPNLQ,CSC,CSCO,CSC,CTAS,CTL,CTXS,D,DELL,DELL,DGX,DTE,DYNIQ,ECL,ED,EKDKQ,EL,EIX,EFX,EIX,EL,EL,EOG,EOG,ES,ESRX,ESV,ESV
AS,AS,APD,ARB,ARB,ARB,APD,APD,ARB,AVP,AZA,BAC,BAX,BAC,BEAM,BHMSQ,BLL,CAR,CBS,CMA,CMA,CMS,COST,CPB,CPWR,CSCO,CSX,CSCO,CTB,CTXS,CVG,DCNAQ,DF,DF,DHI,DUK,EA,ED,EFX,EL,EMC,EL,EIX,EL,EMC,EMC,EQR,EQR,ESRX,ESS,ETFC,ETFC
ASH,ASH,ARB,AS,AS,AS,ARB,ARB,AS,AVY,BA,BAX,BC,BAX,BF_B,BK,BLS,CAT,CCE,CMCSK,CMCSK,CMVT,CPB,CPNLQ,CR,CSX,CTAS,CSX,CTL,CVG,CVS,DD,DGX,DGX,DHR,DVN,EBAY,EFX,EIX,EMC,EMN,EMC,EL,EMC,EMN,EMN,EQT,EQT,ESS,ESV,ETN,ETN
AVATQ,AVATQ,AS,ASH,ASH,ASH,AS,AS,ASH,AXP,BAC,BC,BCR,BC,BGG,BKB,BMG,CBE,CCK,CMI,CMI,CNCEQ,CPNLQ,CPWR,CSC,CTAS,CTB,CTAS,CTXS,CVS,CVX,DDS,DHI,DHI,DIS,DYNIQ,ECL,EIX,EKDKQ,EMN,EMR,EMN,EMC,EMN,EMR,EMR,ES,ES,ESV,ETFC,ETR,ETR
AVP,AVP,ASH,AVATQ,AVATQ,AVATQ,ASH,ASH,AVATQ,AZA,BAX,BCO,BDK,BCR,BHI,BLL,BMS,CBS,CCL,CMS,CMS,CNP,CPWR,CR,CSCO,CTB,CTL,CTB,CVG,CVX,D,DE,DHR,DHR,DJ,EA,ED,EKDKQ,EL,EMR,EOG,EMR,EMN,EMR,EOG,EOG,ESRX,ESRX,ETFC,ETN,EW,EW
AVY,AVY,AVATQ,AVP,AVP,AVP,AVATQ,AVATQ,AVP,BA,BC,BCR,BDX,BDK,BHMSQ,BLS,BMY,CCE,CCTYQ,CMVT,CMVT,COC,CR,CSC,CSX,CTL,CTXS,CTL,CVS,D,DALRQ,DELL,DIS,DIS,DOV,EBAY,EFX,EL,EMC,EOG,EP,EOG,EMR,EOG,EQR,EQR,ESV,ESV,ETN,ETR,EXC,EXC
AXP,AXP,AVP,AVY,AVY,AVY,AVP,AVP,AVY,BAC,BCO,BDK,BEAM,BDX,BK,BMG,BNI,CCK,CEG,CNCEQ,CNCEQ,COF,CSC,CSCO,CTAS,CTXS,CVG,CTXS,CVX,DALRQ,DCNAQ,DGX,DJ,DJ,DOW,ECL,EIX,EMC,EMN,EP,EQR,EP,EOG,EP,EQT,EQT,ETFC,ETFC,ETR,EW,EXPD,EXPD
BA,AZA,AVY,AXP,AXP,AXP,AVY,AVY,AXP,BAX,BCR,BDX,BF_B,BEAM,BKB,BMS,BOL,CCL,CFC,CNP,CNP,COP,CSCO,CSX,CTB,CVG,CVS,CVG,D,DCNAQ,DD,DHI,DOV,DOV,DRI,ED,EKDKQ,EMN,EMR,EQR,EQT,EQR,EP,EQR,ES,ES,ETN,ETN,EW,EXC,EXPE,EXPE
BAC,BA,AXP,AZA,AZA,AZA,AXP,AXP,AZA,BC,BDK,BEAM,BGG,BF_B,BLL,BMY,BSX,CCTYQ,CGP,CNRG,COC,COST,CSX,CTAS,CTL,CVS,CVX,CVS,DALRQ,DD,DDS,DHR,DOW,DOW,DTE,EFX,EL,EMR,EOG,EQT,ES,EQT,EQR,EQT,ESRX,ESRX,ETR,ETR,EXC,EXPD,F,F
BAC1,BAC,AZA,BA,BA,BA,AZA,AZA,BA,BCO,BDX,BF_B,BHI,BGG,BLS,BNI,C,CEG,CI,COC,COF,CPB,CTAS,CTB,CTXS,CVX,D,CVX,DCNAQ,DDS,DE,DIS,DRI,DRI,DUK,EIX,EMC,EOG,EP,ES,ESRX,ES,EQT,ES,ETFC,ESV,EW,EW,EXPD,EXPE,FAST,FAST
BAX,BAC1,BA,BAC,BAC,BAC,BA,BA,BAC,BCR,BEAM,BGG,BHMSQ,BHI,BMG,BOL,CA,CFC,CIN,COF,COMS,CPNLQ,CTB,CTL,CVG,D,DALRQ,D,DD,DE,DELL,DJ,DTE,DTE,DVN,EKDKQ,EMN,EP,EQR,ESRX,ETFC,ESRX,ES,ESRX,ETN,ETFC,EXC,EXC,EXPE,F,FB,FB
